Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1998-06-19 00:00:00-04:00,0.19493442773818973,0.20468147608420606,0.18518831356105012,0.1949344277381897,61454400,0.0,0.0
1998-06-22 00:00:00-04:00,0.1937161599803425,0.1973718974227609,0.19249789222249528,0.1949344277381897,6979200,0.0,0.0
1998-06-23 00:00:00-04:00,0.1943252938592661,0.1973718974227609,0.18762484907674454,0.1949344277381897,9638400,0.0,0.0
1998-06-24 00:00:00-04:00,0.19493441296161731,0.19980840384960175,0.19249787763061907,0.19980840384960175,1732800,0.0,0.0
1998-06-25 00:00:00-04:00,0.20468144814173378,0.22904859859580898,0.20346318055020066,0.21930155158042908,18417600,0.0,0.0
1998-06-26 00:00:00-04:00,0.22173804987252213,0.24854173273569177,0.21808326141898196,0.2363581657409668,10267200,0.0,0.0
1998-06-29 00:00:00-04:00,0.23635817324280492,0.2509782756324654,0.23635817324280492,0.24245043098926544,4588800,0.0,0.0
1998-06-30 00:00:00-04:00,0.2473234738224224,0.2473234738224224,0.2314851178264837,0.2351399064064026,4747200,0.0,0.0
1998-07-01 00:00:00-04:00,0.2339216345283667,0.2363581694980006,0.23148511350154874,0.23148511350154877,16401600,0.0,0.0
1998-07-02 00:00:00-04:00,0.23392161726951596,0.23635815205938113,0.2314850964224657,0.233921617269516,3355200,0.0,0.0
1998-07-06 00:00:00-04:00,0.23635816574096677,0.23635816574096677,0.23148510982197465,0.2363581657409668,2208000,0.0,0.0
1998-07-07 00:00:00-04:00,0.23635817391398092,0.23635817391398092,0.2314851178264837,0.2351399064064026,3652800,0.0,0.0
1998-07-08 00:00:00-04:00,0.23635816574096677,0.23635816574096677,0.23148510982197465,0.2363581657409668,1286400,0.0,0.0
1998-07-09 00:00:00-04:00,0.2351399604671811,0.30458568606652164,0.23392169267951213,0.27534547448158264,14769600,0.0,0.0
1998-07-10 00:00:00-04:00,0.27534541197311746,0.2826549891540845,0.27534541197311746,0.2802184820175171,1291200,0.0,0.0
1998-07-13 00:00:00-04:00,0.2863107507918728,0.2875290183497484,0.2692531645298004,0.2692531645298004,5025600,0.0,0.0
1998-07-14 00:00:00-04:00,0.27290892595950267,0.29727511463640005,0.2680349074263537,0.2948386073112488,5457600,0.0,0.0
1998-07-15 00:00:00-04:00,0.30214913629897006,0.3460094475683098,0.2997126010629485,0.3118952214717865,8016000,0.0,0.0
1998-07-16 00:00:00-04:00,0.3106769127957327,0.3167691697597792,0.29240201024071766,0.3045855760574341,4713600,0.0,0.0
1998-07-17 00:00:00-04:00,0.30702216813714156,0.3143326938152313,0.30214912572132885,0.3143326938152313,974400,0.0,0.0
1998-07-20 00:00:00-04:00,0.31433271488437836,0.3423537075649104,0.3118952314587212,0.328952819108963,5347200,0.0,0.0
1998-07-21 00:00:00-04:00,0.34600935582729136,0.36062945570736055,0.34113533853595956,0.348445862531662,10684800,0.0,0.0
1998-07-22 00:00:00-04:00,0.3557554721867216,0.3581929551194375,0.3021490848690993,0.3386988639831543,4641600,0.0,0.0
1998-07-23 00:00:00-04:00,0.33869893247948646,0.3484459660759915,0.3070221887162774,0.328952819108963,2116800,0.0,0.0
1998-07-24 00:00:00-04:00,0.32895279705985714,0.32895279705985714,0.30214912572132885,0.3143326938152313,1881600,0.0,0.0
1998-07-27 00:00:00-04:00,0.3118952105529542,0.31676922896595466,0.29971259057060556,0.3143326938152313,46747200,0.0,0.0
1998-07-28 00:00:00-04:00,0.3143327019466529,0.3143327019466529,0.2899655372428638,0.299712598323822,3052800,0.0,0.0
1998-07-29 00:00:00-04:00,0.3070221788853783,0.3118952214717865,0.2924020751289317,0.3118952214717865,2534400,0.0,0.0
1998-07-30 00:00:00-04:00,0.30945875614995444,0.31920579075813293,0.29971264176785306,0.31920579075813293,3014400,0.0,0.0
1998-07-31 00:00:00-04:00,0.3216422826418249,0.3216422826418249,0.3045856436493567,0.3118952214717865,921600,0.0,0.0
1998-08-03 00:00:00-04:00,0.30702213808808243,0.31433266305067203,0.30458560317582917,0.3094586730003357,4032000,0.0,0.0
1998-08-04 00:00:00-04:00,0.3106769919395446,0.3179874902279445,0.30458565364950013,0.3106769919395447,3633600,0.0,0.0
1998-08-05 00:00:00-04:00,0.31189521055524777,0.34600943545775065,0.30945870329014047,0.3228605389595032,8592000,0.0,0.0
1998-08-06 00:00:00-04:00,0.3155509640894754,0.3192057389611855,0.31189521322056935,0.3131134808063507,211200,0.0,0.0
1998-08-07 00:00:00-04:00,0.32773352793192334,0.3411353614158522,0.32529702106413666,0.33138927817344666,3302400,0.0,0.0
1998-08-10 00:00:00-04:00,0.35331891317161973,0.35331891317161973,0.32895270409577687,0.3326074779033661,2184000,0.0,0.0
1998-08-11 00:00:00-04:00,0.33869893247948646,0.33869893247948646,0.3021491459738336,0.328952819108963,2265600,0.0,0.0
1998-08-12 00:00:00-04:00,0.33626233168212705,0.3460093912661372,0.33138928988865346,0.3338257968425751,1320000,0.0,0.0
1998-08-13 00:00:00-04:00,0.3411353826522827,0.3484459075933971,0.3362623407277223,0.3411353826522827,1699200,0.0,0.0
1998-08-14 00:00:00-04:00,0.34357282123729327,0.35088239712166003,0.34113533853595956,0.348445862531662,2092800,0.0,0.0
1998-08-17 00:00:00-04:00,0.34722762819783565,0.34722762819783565,0.336262329161864,0.3386988639831543,2284800,0.0,0.0
1998-08-18 00:00:00-04:00,0.34600944452480825,0.38134096193134415,0.34600944452480825,0.3703756332397461,9902400,0.0,0.0
1998-08-19 00:00:00-04:00,0.37768616448825926,0.3825592349868384,0.36550259590148926,0.36550259590148926,6028800,0.0,0.0
1998-08-20 00:00:00-04:00,0.3703755070328994,0.37768603041152443,0.35819289088249207,0.35819289088249207,1041600,0.0,0.0
1998-08-21 00:00:00-04:00,0.34600948706967455,0.35088253021240234,0.32164231936136883,0.35088253021240234,3796800,0.0,0.0
1998-08-24 00:00:00-04:00,0.3679390315917273,0.3679390315917273,0.33260749535659373,0.348445862531662,2697600,0.0,0.0
1998-08-25 00:00:00-04:00,0.3606295078275085,0.3752496098205548,0.3569737573028267,0.3679390847682953,4881600,0.0,0.0
1998-08-26 00:00:00-04:00,0.3521007935543813,0.35941132023131805,0.34113546365199887,0.3423537313938141,6859200,0.0,0.0
1998-08-27 00:00:00-04:00,0.32407872904358165,0.34113533547497354,0.2997125189077841,0.3070220947265625,7881600,0.0,0.0
1998-08-28 00:00:00-04:00,0.30702209870204755,0.3167691573264984,0.2899654641641701,0.30214905738830566,4603200,0.0,0.0
1998-08-31 00:00:00-04:00,0.30702212266623974,0.30702212266623974,0.23392161726951596,0.233921617269516,6499200,0.0,0.0
1998-09-01 00:00:00-04:00,0.24123214801163612,0.3094586653412989,0.2253928449651653,0.2924020290374756,5654400,0.0,0.0
1998-09-02 00:00:00-04:00,0.29483861064738065,0.32407881818828316,0.28265501422965,0.28996554017066956,4756800,0.0,0.0
1998-09-03 00:00:00-04:00,0.25341482631382994,0.2826550361191679,0.25341482631382994,0.27778199315071106,2174400,0.0,0.0
1998-09-04 00:00:00-04:00,0.2777819876175771,0.2972751351004193,0.2680349258775165,0.2826550304889679,1459200,0.0,0.0
1998-09-08 00:00:00-04:00,0.29727511980929233,0.3240788201605993,0.28509249931464214,0.31676924228668213,2947200,0.0,0.0
1998-09-09 00:00:00-04:00,0.30945863733920925,0.31555089414361803,0.2875289612014755,0.3058038353919983,1368000,0.0,0.0
1998-09-10 00:00:00-04:00,0.29240204668928643,0.3033673465251923,0.28752900457684066,0.30336734652519226,6283200,0.0,0.0
