Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-03-17 00:00:00-05:00,0.0,0.6968101508464993,0.6918857097625732,0.6918857097625732,4774,0.0,0.0
1980-03-18 00:00:00-05:00,0.0,0.6894231660975346,0.6820364518862456,0.6844987273216248,938038,0.0,0.0
1980-03-19 00:00:00-05:00,0.0,0.6844987083545645,0.6746497750282288,0.6746497750282288,202883,0.0,0.0
1980-03-20 00:00:00-05:00,0.0,0.6795742360900497,0.6697253584861755,0.6697253584861755,40577,0.0,0.0
1980-03-21 00:00:00-05:00,0.0,0.6697253584861755,0.6697253584861755,0.6697253584861755,83540,0.0,0.0
1980-03-24 00:00:00-05:00,0.0,0.6795742360900497,0.6648008636368141,0.6697253584861755,398606,0.0,0.0
1980-03-25 00:00:00-05:00,0.0,0.6697253584861755,0.6623386442358455,0.6697253584861755,167080,0.0,0.0
1980-03-26 00:00:00-05:00,0.0,0.679574585194803,0.6598767638206482,0.6598767638206482,625358,0.0,0.0
1980-03-27 00:00:00-05:00,0.0,0.6598768746588345,0.6500279903411865,0.6500279903411865,143212,0.0,0.0
1980-03-28 00:00:00-05:00,0.0,0.6648013591766357,0.6574146954677456,0.6648013591766357,451117,0.0,0.0
1980-03-31 00:00:00-05:00,0.0,0.6844987273216246,0.6697253549464709,0.6844987273216248,1515659,0.0,0.0
1980-04-01 00:00:00-05:00,0.0,0.6943475604057312,0.6795741889767001,0.6943475604057312,386672,0.0,0.0
1980-04-02 00:00:00-05:00,0.0,0.7041962912281863,0.6894229240399865,0.6992717981338501,1885623,0.0,0.0
1980-04-03 00:00:00-05:00,0.0,0.7115833278972579,0.7041966683708286,0.7091211080551147,69219,0.0,0.0
1980-04-07 00:00:00-05:00,0.0,0.714045547739401,0.7091211080551147,0.7091211080551147,50124,0.0,0.0
1980-04-08 00:00:00-05:00,0.0,0.7066589432788144,0.689423346993308,0.6968100070953369,303132,0.0,0.0
1980-04-09 00:00:00-05:00,0.0,0.7189698648032564,0.6943475604057312,0.6943475604057312,293584,0.0,0.0
1980-04-10 00:00:00-05:00,0.0,0.7189698845335762,0.7041965126991272,0.7041965126991272,195723,0.0,0.0
1980-04-11 00:00:00-05:00,0.0,0.7091211080551147,0.7091211080551147,0.7091211080551147,644453,0.0,0.0
1980-04-14 00:00:00-05:00,0.0,0.7041965126991272,0.6992720180560295,0.7041965126991272,179015,0.0,0.0
1980-04-15 00:00:00-05:00,0.0,0.7140453898904786,0.7041965126991272,0.7041965126991272,880753,0.0,0.0
1980-04-16 00:00:00-05:00,0.0,0.7091211080551147,0.7041966683708286,0.7091211080551147,214818,0.0,0.0
1980-04-17 00:00:00-05:00,0.0,0.7041962912281863,0.6992717981338501,0.6992717981338501,310292,0.0,0.0
1980-04-18 00:00:00-05:00,0.0,0.6943474624199927,0.6894230246543884,0.6894230246543884,35803,0.0,0.0
1980-04-21 00:00:00-05:00,0.0,0.6943478675576934,0.6746500489545917,0.6795744895935059,436796,0.0,0.0
1980-04-22 00:00:00-05:00,0.0,0.7041962912281863,0.6844984869930548,0.6992717981338501,747088,0.0,0.0
1980-04-23 00:00:00-05:00,0.0,0.7091209512948029,0.6992720180560295,0.7041965126991272,1546688,0.0,0.0
1980-04-24 00:00:00-05:00,0.0,0.7140451073646545,0.6943473047283482,0.7140451073646545,233913,0.0,0.0
1980-04-25 00:00:00-05:00,0.0,0.7091211080551147,0.7041966683708286,0.7091211080551147,40577,0.0,0.0
1980-04-28 00:00:00-04:00,0.0,0.714045547739401,0.7041966683708286,0.7091211080551147,355643,0.0,0.0
1980-04-29 00:00:00-04:00,0.0,0.7165076091883164,0.6992720180560295,0.7041965126991272,517949,0.0,0.0
1980-04-30 00:00:00-04:00,0.0,0.7066584825515747,0.6918851159320183,0.7066584825515747,102635,0.0,0.0
1980-05-01 00:00:00-04:00,0.0,0.7140452695298224,0.6894230246543884,0.6894230246543884,465438,0.0,0.0
1980-05-02 00:00:00-04:00,0.0,0.6943478675576934,0.6795744895935059,0.6795744895935059,887913,0.0,0.0
1980-05-05 00:00:00-04:00,0.0,0.6844990825739317,0.6500278811572974,0.6598767638206482,398606,0.0,0.0
1980-05-06 00:00:00-04:00,0.0,0.6697257025314521,0.6500278811572974,0.6598767638206482,88314,0.0,0.0
1980-05-07 00:00:00-04:00,0.0,0.6672627329826355,0.6648004590328064,0.6672627329826355,33416,0.0,0.0
1980-05-08 00:00:00-04:00,0.0,0.6697253584861755,0.6623386442358455,0.6697253584861755,38190,0.0,0.0
1980-05-09 00:00:00-04:00,0.0,0.6672630104653072,0.6574140787124634,0.6574140787124634,62058,0.0,0.0
1980-05-12 00:00:00-04:00,0.0,0.6648010730589896,0.6574144125291765,0.6623388528823853,202883,0.0,0.0
1980-05-13 00:00:00-04:00,0.0,0.6697257025314521,0.6598767638206482,0.6598767638206482,1613520,0.0,0.0
1980-05-14 00:00:00-04:00,0.0,0.6795742360900497,0.6500275472310029,0.6697253584861755,298358,0.0,0.0
1980-05-15 00:00:00-04:00,0.0,0.6721877455711365,0.6697255255559424,0.6721877455711365,221978,0.0,0.0
1980-05-16 00:00:00-04:00,0.0,0.6746497972881127,0.6697253584861755,0.6697253584861755,31029,0.0,0.0
1980-05-19 00:00:00-04:00,0.0,0.672188078932992,0.6598769167040422,0.6648013591766357,537044,0.0,0.0
1980-05-20 00:00:00-04:00,0.0,0.6795744895935059,0.6672633879962205,0.6795744895935059,2861850,0.0,0.0
1980-05-21 00:00:00-04:00,0.0,0.6795744895935059,0.6795744895935059,0.6795744895935059,257781,0.0,0.0
1980-05-22 00:00:00-04:00,0.0,0.6795744895935059,0.6746500489545917,0.6795744895935059,57285,0.0,0.0
